MALDIVES CUSTOMS SERVICE,,,,,
Tariff & Statistics Section,,,,,
,,,,,
,,,,,
Total Merchandise Exports in 2022 (Jan-Dec),,,* Subjected to Post Modification,, Updated on : 25/01/2023 
,,,,,
HSCODE,HS DESCRIPTION,UNIT,COUNTRY OF DESTINATION, QUANTITY , FOB(MVR) 
305591011,SKIPJACK (SALTED DRIED),KGM,SRI LANKA," 102,300.00 "," 968,809.28 "
305591012,TUNA (DRIED),KGM,SRI LANKA," 7,665.50 "," 64,935.08 "
305591014,"BELLY FLAP (YELLOWFIN TUNA) SALTED, DRIED",KGM,JAPAN, 362.00 ," 15,537.51 "
305591014,"BELLY FLAP (YELLOWFIN TUNA) SALTED, DRIED",KGM,SRI LANKA, 43.00 , 330.93 
305591015,"TUNA SALTED ,DRIED",KGM,JAPAN, 420.00 ," 47,265.02 "
305591016,"SKIPJACK TUNA BELLY FLAP(DRIED,SALTED IN BRINE)",KGM,JAPAN, 613.00 ," 25,898.47 "
305591017,"BELLYFLAP ( BIGEYE TUNA) SALTED,DRIED",KGM,SRI LANKA, 340.00 ," 5,233.28 "
305591018,YELLOWFIN TUNA (SALTED DRIED),KGM,SRI LANKA," 48,852.00 "," 422,544.25 "
305591020,FISH CHIPS (SKIPJACK TUNA) DRIED,KGM,JAPAN," 208,395.00 "," 32,715,142.66 "
305591020,FISH CHIPS (SKIPJACK TUNA) DRIED,KGM,SRI LANKA, 251.00 ," 13,753.68 "
305599010,"REEF FISH (SALTED DRIED) ""MULLET""(HULHUN'BU MAS)",KGM,SRI LANKA, 15.00 , 115.38 
305599011,"VAHOO (SALTED DRIED) ""SEER"" (KURUMAS)",KGM,SRI LANKA," 5,330.00 "," 44,786.69 "
305599012,"RAINBOW RUNNER (SALTED DRIED)""LENA PARAWA""(MAANIYA MAS)",KGM,INDIA," 1,150.00 "," 8,846.38 "
305599012,"RAINBOW RUNNER (SALTED DRIED)""LENA PARAWA""(MAANIYA MAS)",KGM,SRI LANKA," 29,170.00 "," 350,235.25 "
305599015,"DOLPHIN FISH(SALTED DRIED)""VANNA"" (FIYALA)",KGM,SRI LANKA," 1,329.00 "," 17,653.74 "
305599017,"SHARK (SALTED DRIED) ""MAGARA"" (MIYARU)",KGM,SRI LANKA, 75.00 ," 1,154.06 "
305599019,"SPRAT(DRIED,WHETHER OR NOT SALTED)",KGM,MALAYSIA, 0.75 , 199.98 
305599019,"SPRAT(DRIED,WHETHER OR NOT SALTED)",KGM,SRI LANKA, 2.00 , 246.20 
305599020,REEF FISH DRIED (WHETHER OR NOT SALTED),KGM,SRI LANKA," 23,673.50 "," 175,346.91 "
305599099,DRIED FISH (WHETHER OR NOT SALTED BUT NOT SMOKED) NOT SPECIFIED,KGM,MALAYSIA, 4.50 , 513.33 
305599099,DRIED FISH (WHETHER OR NOT SALTED BUT NOT SMOKED) NOT SPECIFIED,KGM,SRI LANKA," 68,945.00 "," 622,333.17 "
305699099,"FISH,(WHETHER OR NOT SALTED IN BRINE) BUT NOT SMOKED OR DRIED",KGM,SRI LANKA, 113.00 ," 5,617.93 "
308119000,SEA CUCUMBER (FRESH OR CHILLED),KGM,UNITED STATES, 200.00 ," 15,387.50 "
308120000,SEA CUCUMBER (FROZEN),KGM,SINGAPORE, 278.00 ," 84,588.16 "
308190011,SEA CUCUMBER (DRIED),KGM,CHINA, 354.14 ," 197,558.57 "
308190011,SEA CUCUMBER (DRIED),KGM,HONG KONG," 44,120.71 "," 1,343,860.13 "
308190011,SEA CUCUMBER (DRIED),KGM,MALAYSIA," 15,626.50 "," 461,793.69 "
308190011,SEA CUCUMBER (DRIED),KGM,SINGAPORE," 4,164.40 "," 281,796.15 "
308190011,SEA CUCUMBER (DRIED),KGM,SRI LANKA," 3,409.00 "," 110,975.99 "
308190011,SEA CUCUMBER (DRIED),KGM,UNITED STATES," 2,268.70 "," 403,026.78 "
309100000,"FLOURS, MEALS AND PALLETS OF FISH FIT FOR HUMAN CONSUMPTION",KGM,BANGLADESH," 572,050.00 "," 9,521,330.06 "
309100000,"FLOURS, MEALS AND PALLETS OF FISH FIT FOR HUMAN CONSUMPTION",KGM,JAPAN, 435.00 ," 14,716.74 "
402290099,MILK POWDER ( FAT CONTENT > 1.5% SWEETENED),KGM,SRI LANKA, 16.00 , 823.47 
402990010,CONDENSED MILK,LTR,SRI LANKA, 15.00 , 184.71 
406100010,CURD,KGM,SRI LANKA, 12.00 , 369.41 
707000010,CUCUMBER ( FRESH OR CHILLED ),KGM,UNITED STATES, 130.00 ," 10,001.88 "
709990099,VEGETABLES FRESH OR CHILLED NES,KGM,MALAYSIA, 2.28 , 438.47 
712900099,VEGETABLES ( DRIED ) NOT SPECIFIED,KGM,MALAYSIA, 5.90 , 753.95 
801190000,"COCONUTS, EXCLUDING DESICCATED",KGM,MALAYSIA, 0.06 , 18.46 
802110000,"ALMONDS IN SHELL, FRESH OR DRIED",KGM,BAHRAIN, 553.00 ," 85,095.92 "
802990000,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,BAHRAIN, 874.00 ," 134,511.33 "
802990000,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,MALAYSIA, 1.39 , 461.69 
802990000,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,UNITED ARAB EMIRATES, 2.00 , 553.61 
902300000,"BLACK TEA FERMENTED/PARTLY FERMENTED,FLAVOURED OR NOT,IN PACKINGS OF <=3KG",KGM,SRI LANKA, 3.00 , 43.10 
904220010,CHILLIES (POWDER),KGM,MALAYSIA, 26.40 , 812.24 
910910000,SPICE MIXTURES,KGM,MALAYSIA, 0.90 , 123.09 
910990014,CURRY & CURRY POWDER.,KGM,MALAYSIA, 25.55 ," 1,565.66 "
1006300010,BASMATI RICE.,KGM,SRI LANKA, 2.00 , 53.87 
1509900020,OLIVE OIL AND FRACTIONS (EXCL. VIRGIN) IN PACKAGING OTHER THAN PLASTICS,LTR,SRI LANKA, 1.00 , 30.78 
1513190010,COCONUT (COPRA) OIL (EXCL. CRUDE) & FRACTIONS REFINED OR NOT IN PLASTIC PACKAGING,LTR,UNITED ARAB EMIRATES, 2.00 ," 6,780.00 "
1513190020,COCONUT (COPRA) OIL (EXCL. CRUDE) & FRACTIONS REFINED OR NOT IN OTHER PACKAGING,LTR,UNITED ARAB EMIRATES, 15.45 ," 1,585.38 "
1515900018,"OTHER FIXED VEGETABLE FATS & OIL USED FOR CULINERY PURPOSE, NES, IN PLASTIC PACKAGING",LTR,SRI LANKA, 4.00 , 92.36 
1603001010,FISH PASTE,KGM,MALAYSIA, 66.45 ," 3,190.79 "
1603001010,FISH PASTE,KGM,SRI LANKA, 4.03 , 512.59 
1604130010,"SARDINE (PREPARED, PRESERVED)",KGM,MALAYSIA, 0.60 , 384.69 
1604140010,"OTHER TUNAS AND BONITO (SARDA SPP.) (PREPARED OR PRESERVED), NES",KGM,MALAYSIA, 353.07 ," 23,056.05 "
1604140010,"OTHER TUNAS AND BONITO (SARDA SPP.) (PREPARED OR PRESERVED), NES",KGM,SRI LANKA," 18,750.00 "," 294,929.71 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,CHINA, 177.60 ," 14,774.40 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,FINLAND," 58,178.40 "," 3,487,334.22 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,FRANCE, 9.30 , 138.57 
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,GERMANY," 3,108,812.50 "," 191,841,989.41 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,GREAT BRITAIN," 2,386,056.03 "," 165,754,876.04 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,HUNGARY, 60.41 , 302.78 
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,LIBYAN ARAB JAMAHIRIYA," 56,033.28 "," 1,228,812.38 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,NETHERLANDS," 657,189.60 "," 37,485,853.63 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,NORWAY," 861,821.61 "," 21,382,355.22 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,SINGAPORE, 17.76 ," 1,138.86 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,SOUTH AFRICA," 14,532.80 "," 1,068,710.41 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,SPAIN, 16.88 , 259.68 
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,SRI LANKA, 223.00 ," 9,214.68 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,SWITZERLAND," 387,155.68 "," 27,898,273.16 "
1604140011,SKIPJACK TUNA PREPARED OR PRESERVED),KGM,UNITED STATES," 74,556.48 "," 6,473,844.87 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,GERMANY," 214,590.40 "," 10,603,184.62 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,GREAT BRITAIN," 521,995.20 "," 34,632,035.52 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,JAPAN, 120.00 , 769.25 
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,MALAYSIA, 811.10 ," 45,326.72 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,NETHERLANDS," 12,096.00 "," 1,200,392.29 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SINGAPORE, 106.56 ," 7,017.84 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SPAIN," 32,160.00 "," 2,317,750.25 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SRI LANKA," 1,128.41 "," 88,612.42 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SWITZERLAND," 32,640.00 "," 2,354,287.50 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,UNITED ARAB EMIRATES, 4.63 , 630.49 
1604201000,"OTHER PREPARED OR PRESERVED TUNA (OTHER THAN FISH IN WHOLE OR IN PIECES), NES",KGM,MALAYSIA, 19.91 ," 1,832.13 "
1604209000,"OTHER PREPARED OR PRESERVED FISH NOT IN WHOLE OR IN PIECES (OTHER THAN TUNA), NES",KGM,CHINA, 441.60 ," 43,569.34 "
1604319000,"CAVIAR OTHER THAN TUNA,SKIPJACK OR STRIPE BELLIED BONITO",KGM,NETHERLANDS," 16,566.40 "," 921,539.62 "
1704100000,CHEWING GUM,KGM,SRI LANKA, 1.00 , 15.39 
1704901110,SWEET AND SIMILAR SUGAR CONFECTIONERY,KGM,MALAYSIA, 10.00 , 153.83 
1704901110,SWEET AND SIMILAR SUGAR CONFECTIONERY,KGM,SRI LANKA, 3.00 , 69.26 
1806100000,"COCOA POWDER, CONTAINING ADDED SUGAR OR OTHER SWEETENING MATTER",KGM,SRI LANKA, 5.00 , 130.82 
1806319000,"CHOCOLATE (FILLED WITH FRUIT, NUT, CREAM, OTHER)",KGM,SRI LANKA, 5.00 , 115.44 
1806909011,"CHOCOLATE,ETC,CONTAINING COCOA,NOT IN BLOCKS,SLABS OR BARS,NES",KGM,SRI LANKA, 2.00 , 30.78 
1806909020,SPREADS CONTAINING COCOA IN PACKAGING OTHER THAN PLASTICS,KGM,SRI LANKA, 7.00 , 86.20 
1902190011,NOODLES (OTHER),KGM,SRI LANKA, 30.00 , 207.80 
1902190012,SPAGHETTI (OTHER),KGM,SRI LANKA, 1.00 , 13.85 
1902309099,OTHER PASTA (NOT ELSE WHERE SPECIFIED),KGM,SRI LANKA, 11.00 , 138.54 
1905310000,SWEET BISCUITS,KGM,MALAYSIA, 0.60 , 46.13 
1905310000,SWEET BISCUITS,KGM,SRI LANKA, 2.00 , 18.47 
1905909000,"OTHER BREAD,ETC,NES,COMMUNION WAFERS,RICE PAPER,ETC",KGM,MALAYSIA, 22.70 ," 1,791.13 "
1905909000,"OTHER BREAD,ETC,NES,COMMUNION WAFERS,RICE PAPER,ETC",KGM,SRI LANKA, 2.00 , 15.39 
2005990000,"OTHER VEGETABLES PREPARED OR PRESERVED OTHER THAN BY VINEGAR ..., NOT FROZEN, NES",KGM,MALAYSIA, 35.44 ," 3,541.47 "
2008191010,ARECANUT (FLAVOURED),KGM,MALAYSIA, 18.35 ," 5,047.30 "
2101120000,PREPARATIONS WITH A BASIS OF EXTRACT/ESSENCE ETC... OR WITH A BASIS OF COFFEE,KGM,MALAYSIA, 0.50 , 61.59 
2101120000,PREPARATIONS WITH A BASIS OF EXTRACT/ESSENCE ETC... OR WITH A BASIS OF COFFEE,KGM,SRI LANKA, 13.00 , 226.26 
2103200011,TOMATO SAUCE,KGM,SRI LANKA, 2.00 , 27.70 
2103901099,"SAUCES, MIXED CONDIMENTS, SEASONINGS & OTHER PREPARATIONS , NES",KGM,MALAYSIA, 0.25 , 15.40 
2103901099,"SAUCES, MIXED CONDIMENTS, SEASONINGS & OTHER PREPARATIONS , NES",KGM,SRI LANKA, 0.50 , 76.94 
2106901300,SNACKS,KGM,MALAYSIA, 42.65 ," 1,886.51 "
2106901300,SNACKS,KGM,UNITED ARAB EMIRATES, 50.00 , 76.96 
2106909099,"FOOD PREPARATIONS, NES",KGM,SRI LANKA, 1.00 , 15.39 
2201100023,MINERAL WATERS IN PLASTIC PACKAGING,LTR,SRI LANKA, 0.50 , 7.69 
2201100024,MINERAL WATERS IN GLASS PACKAGING,LTR,SRI LANKA, 0.50 , 7.69 
2201909000,OTHER UNSWEETENED WATERS;ICE AND SNOW,TNE,SRI LANKA, 3.89 , 749.43 
2202991020,OTHER NON-ALCOHOLIC BEVERAGES NOT ELSEWHERE SPECIFIED IN OTHER THAN PLASTIC PACKAGING,LTR,SRI LANKA, 2.00 , 30.78 
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,BANGLADESH," 3,235,845.00 "," 49,778,380.46 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,INDONESIA," 475,000.00 "," 7,204,851.43 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,JAPAN, 855.00 ," 28,944.84 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,SRI LANKA," 150,750.00 "," 2,221,951.09 "
2505900012,EARTH,KGM,INDIA," 4,436.00 "," 35,236.62 "
2505900014,"NATURAL SAND (EXCL, RIVER SAND)",TNE,INDIA, 43.00 ," 10,157.10 "
2505900015,WHITE SAND,TNE,INDIA, 1.61 ," 10,558.61 "
2508100000,BENTONITE,KGM,INDIA," 3,016.00 "," 48,870.05 "
2523290011,PORTLAND CEMENT,TNE,SEYCHELLES," 1,344.00 "," 2,398,664.60 "
2710191023,HYDRAULIC BRAKE FLUID (CONTAINING MORE THAN 70% OR MORE PETROLEUM OIL),LTR,INDIA, 1.00 ," 6,613.53 "
2710191024,GREASE,KGM,INDIA, 4.00 , 77.52 
2710990000,"WASTE OIL, NES",TNE,INDIA," 1,005.19 "," 2,373,647.87 "
2710990000,"WASTE OIL, NES",TNE,UNITED ARAB EMIRATES, 224.40 ," 1,126,365.00 "
2836990011,SODIUM CARBONATES,KGM,INDIA, 300.00 ," 3,057.10 "
3004500017,BALM,KGM,SRI LANKA, 2.00 , 15.39 
3301290000,"ESSENTIAL OILS (INCL. CONCRETES AND ABSOLUTES), NES",LTR,SERBIA, 7.00 ," 7,538.65 "
3303001000,BODY SPRAY & COLOGNE,LTR,SRI LANKA, 17.00 , 237.04 
3303009000,PERFUMES (EAU DE TOILETE & EAU DE PERFUME),LTR,SRI LANKA, 4.00 , 61.57 
3304991014,LOTIONS IN PLASTIC PACKAGING,KGM,SRI LANKA, 13.00 , 180.09 
3305909011,"OTHER LUXURY PREPARATIONS USED FOR HAIR DYEING OR HAIR COLORING, NES",KGM,SRI LANKA, 1.00 , 15.39 
3306100000,DENTIFRICE,KGM,SRI LANKA, 5.00 , 38.48 
3307200000,PERSONAL DEODORANTS AND ANTIPERSPIRANTS,KGM,SRI LANKA, 3.00 , 23.09 
3401110000,"SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS IN BARS, ETC, FOR TOILET USE",KGM,SRI LANKA, 12.00 , 73.88 
3401110000,"SOAP AND ORGANIC SURFACE-ACTIVE PRODUCTS IN BARS, ETC, FOR TOILET USE",KGM,UNITED ARAB EMIRATES, 51.60 ," 1,588.45 "
3401200014,HAND CLEANSER IN PLASTIC PACKAGING,KGM,SRI LANKA, 1.00 , 7.70 
3401300010,"ORGANIC SURFACE-ACTIVE AGENTS, WHETHER OR NOT CONTAINING SOAP IN PLASTIC PACKAGING",LTR,SRI LANKA, 8.00 , 146.22 
3402500010,DETERGENT POWDER,KGM,SRI LANKA, 3.00 , 41.56 
3404900010,"ARTIFICIAL WAXES & PREPARED WAXES, NES",LTR,INDIA, 10.00 ," 1,094.93 "
3406000010,"CANDLES, TAPERS & THE LIKE",NMB,SRI LANKA, 2.00 , 15.39 
3406000010,"CANDLES, TAPERS & THE LIKE",NMB,UNITED ARAB EMIRATES," 1,011.00 "," 1,556.13 "
3915900000,"WASTE, PARINGS AND SCRAP, OF OTHER PLASTICS, NES",KGM,INDIA," 32,000.00 "," 135,379.20 "
3915900000,"WASTE, PARINGS AND SCRAP, OF OTHER PLASTICS, NES",KGM,TAIWAN," 485,580.00 "," 2,038,710.45 "
3916200012,VINYL WELDING ROD,KGM,INDIA, 4.00 , 166.06 
3917210010,"PIPE (HDPE,INSULATED WITH POLYURETHANE),RIGID",MTR,INDIA, 300.00 ," 2,465.44 "
3917230010,"PVC PIPES,TUBES & HOSE (RIGID)",MTR,UNITED ARAB EMIRATES, 38.00 ," 1,415.88 "
3917310010,HOSE (FLEXIBLE) OF PVC,MTR,INDIA, 6.00 , 340.29 
3917400010,PIPE FITTINGS (PLASTIC),NMB,INDIA, 8.00 ," 3,324.73 "
3920499027,"WRAPPING PAPER (PVC) (OTHER THAN SINGLE USE, DISPOSABLE OR FOOD PACKAING SHEETS",MTK,INDIA, 1.00 , 451.98 
3923300000,"CARBOYS, BOTTLES, FLASKS AND SIMILAR ARTICLES OF PLASTICS",NMB,INDIA, 19.00 , 32.49 
3923500000,"STOPPERS, LIDS, CAPS AND OTHER CLOSURES OF PLASTICS",NMB,MALAYSIA, 10.00 , 3.08 
3924109011,PLATES FOR FOOD OF PLASTICS OTHER THAN SINGLE USE,NMB,MALAYSIA, 8.00 , 61.57 
3924109099,OTHER TABLEWARE AND KITCHENWARE OF PLASTICS (OTHER THAN DISPOSABLE),NMB,MALAYSIA, 8.00 , 86.20 
3924109099,OTHER TABLEWARE AND KITCHENWARE OF PLASTICS (OTHER THAN DISPOSABLE),NMB,UNITED ARAB EMIRATES," 4,400.00 "," 13,544.96 "
3924900010,"HOUSEHOLD AND TOILET ARTICLES OF PLASTICS, NES",NMB,MALAYSIA, 51.00 , 107.72 
3926200000,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES OF PLASTICS,NMB,MALAYSIA, 4.00 , 49.26 
3926400010,STATUETTES AND OTHER ORNAMENTAL ARTICLES,NMB,MALAYSIA, 7.00 , 10.77 
3926909010,"ARTICLES OF PLASTIC,NES",NMB,GREAT BRITAIN, 12.00 ," 1,611.61 "
3926909010,"ARTICLES OF PLASTIC,NES",NMB,INDIA, 6.00 , 67.71 
3926909010,"ARTICLES OF PLASTIC,NES",NMB,MALAYSIA, 2.00 , 46.17 
3926909010,"ARTICLES OF PLASTIC,NES",NMB,UNITED ARAB EMIRATES," 14,750.00 "," 25,775.86 "
3926909028,"PLANTING POTS AND THE LIKE, INCLUDING SEEDLING TRAYS (PLASTIC)",NMB,MALAYSIA, 5.00 , 76.94 
4009110010,"HOSE (RUBBER) NOT REINFORCED, WITHOUT FITTINGS",MTR,INDIA, 2.00 , 307.95 
4009220011,"TUBES & PIPES (RUBBER) REINFORCED OR COMBINED WITH METAL, WITH FITTINGS",MTR,INDIA, 1.00 , 273.73 
4016910011,MAT (RUBBER),NMB,MALAYSIA, 2.00 , 30.78 
4016930010,"GASKET (RUBBER), WASHERS AND OTHER SEALS OF VULCANISED RUBBER",NMB,INDIA, 54.00 , 819.83 
4202120000,"TRUNKS, SUIT-CASES..., ETC, WITH OUTER SURFACE OF PLASTIC OR TEXTILES",NMB,UNITED ARAB EMIRATES," 9,800.00 "," 30,168.32 "
4202210000,HAND BAG (OF LEATHER OR OF COMPOSITION LEATHER),NMB,INDIA, 2.00 , 75.28 
4202220000,"HANDBAGS, WITH OUTER SURFACE OF SHEETING OF PLASTICS OR OF TEXTILE MATERIALS",NMB,MALAYSIA, 33.00 , 575.63 
4202290000,HANDBAGS WITH OUTER SURFACE OF OTHER MATERIALS,NMB,GREAT BRITAIN, 50.00 , 769.38 
4202290000,HANDBAGS WITH OUTER SURFACE OF OTHER MATERIALS,NMB,INDIA, 3.00 , 112.92 
4202290000,HANDBAGS WITH OUTER SURFACE OF OTHER MATERIALS,NMB,MALAYSIA, 7.00 , 163.12 
4202929000,"CASES  & CONTAINERS, WITH OUTER SURFACE OF PLASTIC...NES  (EXCL TEXTILE SHOPPING BAG)",NMB,MALAYSIA, 1.00 , 3.08 
4202929000,"CASES  & CONTAINERS, WITH OUTER SURFACE OF PLASTIC...NES  (EXCL TEXTILE SHOPPING BAG)",NMB,UNITED ARAB EMIRATES," 1,650.00 "," 5,077.88 "
4202999000,"CASES AND CONTAINERS WITH OUTER SURFACE OF OTHER MATERIALS, NES (EXCL. SHOPPING BAG)",NMB,GREAT BRITAIN, 100.00 ," 1,538.76 "
4415100000,"CASES, BOXES, CRATES, DRUMS AND SIMILAR PACKINGS OF WOOD; CABLE-DRUMS",NMB,SAUDI ARABIA, 15.00 ," 11,467.04 "
4418110011,WINDOWS FRAMES OF TROPICAL WOOD,NMB,POLAND, 2.00 , 898.32 
4418210010,DOORS OF TROPICAL WOOD,NMB,MALAYSIA, 1.00 , 461.70 
4418210011,DOOR FRAMES AND THRESHOLDS OF TROPICAL WOOD,NMB,CHINA, 91.00 , 140.14 
4418890000,"OTHER ENGINEERED STRUCTURAL TIMBER PRODUCTS, NES",KGM,UNITED ARAB EMIRATES, 15.00 , 215.48 
4420110000,STATUETTES AND OTHER ORNAMENTS OF TROPICAL WOOD,NMB,MALAYSIA, 3.00 , 23.09 
4420190000,"STATUETTES AND OTHER ORNAMENTS OF OTHER WOOD, NES",NMB,CHINA, 50.00 ," 67,891.96 "
4420190000,"STATUETTES AND OTHER ORNAMENTS OF OTHER WOOD, NES",NMB,SAUDI ARABIA, 13.00 ," 23,903.78 "
4420900000,"WOOD MARQUETRY,INLAID WOOD;CASKETS AND SIMILAR CASES OF WOOD, NES",NMB,CHINA, 5.00 ," 4,618.50 "
4420900000,"WOOD MARQUETRY,INLAID WOOD;CASKETS AND SIMILAR CASES OF WOOD, NES",NMB,POLAND, 1.00 , 279.90 
4601290000,"MATS, MATTING AND SCREENS OF VEGETABLE MATERIALS.",MTK,SAUDI ARABIA, 27.17 ," 11,928.80 "
4707300000,RECOVERED (WASTE/SCRAP) PAPER OR PAPERBOARD MADE MAINLY OF MECHANICAL PULP,KGM,INDIA," 180,000.00 "," 223,169.00 "
4817300010,PAPER BOX (USED),NMB,INDIA," 50,000.00 "," 115,387.50 "
4820100000,"REGISTERS, ACCOUNT BOOKS,ORDER AND RECEIPT BOOKS, NOTE BOOKS, LETTER PADS OF PAPER",NMB,INDIA, 24.00 , 65.54 
4820100000,"REGISTERS, ACCOUNT BOOKS,ORDER AND RECEIPT BOOKS, NOTE BOOKS, LETTER PADS OF PAPER",NMB,MALAYSIA, 98.00 ," 1,160.26 "
4820100000,"REGISTERS, ACCOUNT BOOKS,ORDER AND RECEIPT BOOKS, NOTE BOOKS, LETTER PADS OF PAPER",NMB,UNITED ARAB EMIRATES, 100.00 , 307.75 
4820500000,ALBUMS FOR STAMPS OR FOR COLLECTIONS OF PAPER OR PAPERBOARD,NMB,MALAYSIA, 1.00 , 1.54 
4823900012,"ARTICLES OF PAPER,NES",NMB,POLAND, 4.00 ," 2,183.18 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,MALAYSIA, 43.00 , 330.88 
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,OMAN, 50.00 ," 2,500.00 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,POLAND, 82.00 ," 1,476.28 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,UNITED ARAB EMIRATES," 19,950.00 "," 51,944.40 "
4911990000,"OTHER PRINTED MATTER, NES",NMB,GREAT BRITAIN, 50.00 ," 4,613.40 "
5701900010,"CARPETS OF OTHER TEXTILE MATERIALS, KNOTTED",MTK,MALAYSIA, 6.00 , 30.78 
6104420000,"DRESSES OF COTTON, KNITTED OR CROCHETED",NMB,MALAYSIA, 23.00 , 354.02 
6104490000,"DRESSES OF OTHER TEXTILE MATERIAL, NES, KNITTED OR CROCHETED",NMB,CHINA, 2.00 ," 4,926.40 "
6104620000,"WOMENS OR GIRLS TROUSERS, BREECHES,SHORTS ETC,OF COTTON?..KNITTED OR CROCHETED",NMB,MALAYSIA, 18.00 , 138.52 
6105100000,"MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",NMB,MALAYSIA, 1.00 , 3.08 
6108210000,"WOMEN'S OR GIRLS' BRIEFS AND PANTIES OF COTTON, KNITTED OR CROCHETED",NMB,MALAYSIA, 88.00 ," 1,354.50 "
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,MALAYSIA, 51.00 , 784.99 
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,POLAND, 52.00 , 776.15 
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,UNITED ARAB EMIRATES, 758.00 ," 1,166.71 "
6109900010,"T-SHIRT , KNITTED OR CROCHETED OF OTHER TEXTILE MATERIAL",NMB,MALAYSIA, 56.00 ," 1,723.90 "
6109900012,"VEST, KNITTED OR CROCHETED OF OTHER TEXTILE MATERIAL",NMB,GREAT BRITAIN, 47.00 , 722.77 
6115290011,TIGHTS (KNITTED OR CROCHETED) OF OTHER TEXTILE MATERIALS.,NMB,MALAYSIA, 3.00 , 46.18 
6115990000,"HOSIERY AND FOOTWEAR, OF OTHER TEXTILES, KNITTED OR CROCHETED, NES",NPR,MALAYSIA, 1.00 , 3.08 
6117100010,SCARF (KNITTED OR CROCHETED),NMB,MALAYSIA, 1.00 , 3.08 
6117100099,"MUFFLERS,MENTILLAS,SHAWLS,VEILS,ETC     (KNITTED OR CROCHETED) NES.",NMB,MALAYSIA, 2.00 , 6.16 
6203420000,"MENS OR BOYS , TROUSERS,BREACHES ETC, OF COTTON NOT KNITTED OR CROCHETED, NES",NMB,MALAYSIA, 9.00 , 52.33 
6204420000,DRESSES OF COTTON,NMB,MALAYSIA, 204.00 ," 3,323.70 "
6204520000,"WOMENS OR GIRLS SKIRTS, DIVIDED SKIRTS, OF COTTON NOT KNITTED OR CROCHETED, NES",NMB,MALAYSIA, 4.00 , 43.10 
