MALDIVES CUSTOMS SERVICE,,,,,
Tariff & Statistics Section,,,,,
,,,,,
,,,,,
Total Merchandise Exports in 2020,,,* Subjected to Post Modification,, Updated on : 28/02/2021 
,,,,,
CODE,HS DESCRIPTION,UNIT,COUNTRY OF DESTINATION, QUANTITY , FOB(MVR) 
304870016,YELLOWFIN TUNA CHUNK (FROZEN),KGM,SRI LANKA," 33,488.29 "," 831,111.82 "
304870016,YELLOWFIN TUNA CHUNK (FROZEN),KGM,SWITZERLAND, 544.53 ," 27,019.74 "
304870016,YELLOWFIN TUNA CHUNK (FROZEN),KGM,THAILAND," 24,028.74 "," 184,781.01 "
304870016,YELLOWFIN TUNA CHUNK (FROZEN),KGM,UNITED STATES," 14,532.80 "," 1,171,267.50 "
304870019,SKIPJACK TUNA LOIN (FROZEN),KGM,FRANCE," 72,000.00 "," 7,049,412.00 "
304870019,SKIPJACK TUNA LOIN (FROZEN),KGM,GERMANY, 10.90 , 164.26 
304870019,SKIPJACK TUNA LOIN (FROZEN),KGM,MAURITIUS," 54,115.00 "," 1,341,649.38 "
304870019,SKIPJACK TUNA LOIN (FROZEN),KGM,THAILAND," 324,082.03 "," 8,277,060.68 "
304870019,SKIPJACK TUNA LOIN (FROZEN),KGM,VIETNAM," 216,009.00 "," 4,866,590.22 "
304890099,"OTHER FISH FILLET FROZEN, NES FROZEN (EXCL TUNA)",KGM,UNITED STATES, 12.10 , 372.07 
304991099,"FROZEN FISH MEAT OF TUNAS, NES",KGM,GERMANY, 106.99 ," 6,239.17 "
304991099,"FROZEN FISH MEAT OF TUNAS, NES",KGM,ITALY, 5.16 , 222.21 
305100011,FISH MEAL ( FROZEN & COOKED FIT FOR HUMAN CONSUMPTION ),KGM,INDONESIA," 38,000.00 "," 525,996.00 "
305200010,"LIVER OF FISH ( DRIED , SALTED , SMOKED IN BRINE )",KGM,SRI LANKA," 3,850.00 "," 59,251.50 "
305391012,"YELLOWFIN TUNA LOIN (DRIED,SALTED,IN BRINE) BUT NOT SMOKED",KGM,SRI LANKA," 4,048.00 "," 69,173.54 "
305391012,"YELLOWFIN TUNA LOIN (DRIED,SALTED,IN BRINE) BUT NOT SMOKED",KGM,UNITED STATES, 852.43 ," 71,985.23 "
305399098,"OTHER FRESH WATER FISH (DRIED, SALTED OR IN BRINE, BUT NOT SMOKED), NES ",KGM,SRI LANKA, 15.00 , 576.47 
305399099,"REEF FISH FILLET (DRIED,SALTED IN BRINE)",KGM,SRI LANKA," 1,086.60 "," 11,802.00 "
305399099,"REEF FISH FILLET (DRIED,SALTED IN BRINE)",KGM,TURKEY, 552.00 ," 8,475.41 "
305491010,SKIPJACK (SMOKED),KGM,JAPAN, 310.00 ," 12,951.94 "
305491010,SKIPJACK (SMOKED),KGM,MALAYSIA, 191.00 ," 11,406.80 "
305491010,SKIPJACK (SMOKED),KGM,SINGAPORE, 1.06 , 127.90 
305491010,SKIPJACK (SMOKED),KGM,SRI LANKA," 16,864.14 "," 947,388.40 "
305491011,TUNA (SMOKED),KGM,MALAYSIA," 1,197.90 "," 75,455.08 "
305491011,TUNA (SMOKED),KGM,SRI LANKA, 29.19 ," 3,103.63 "
305491013,"FISH CHIPS (SKIPJACK,TUNA) SMOKED",KGM,SRI LANKA, 36.10 ," 2,095.74 "
305499017,"MARLIN (SMOKED)""THALAPATHA""(HIBARU)",KGM,SRI LANKA," 204,326.00 "," 10,107,169.91 "
305540000,"DRIED SWORDFISH, BONITOS, MARLINS, SAILFISHES, SPEARFISH ETC (EXCL. SMOKED)",KGM,SRI LANKA," 43,517.00 "," 694,683.75 "
305591010,SKIPJACK (DRIED),KGM,CANADA, 73.88 ," 8,919.73 "
305591010,SKIPJACK (DRIED),KGM,JAPAN," 34,496.00 "," 5,307,261.35 "
305591010,SKIPJACK (DRIED),KGM,MALAYSIA, 28.25 ," 1,129.66 "
305591010,SKIPJACK (DRIED),KGM,SINGAPORE, 9.00 , 415.26 
305591010,SKIPJACK (DRIED),KGM,SRI LANKA," 1,305,868.40 "," 40,361,187.47 "
305591010,SKIPJACK (DRIED),KGM,TURKEY," 3,871.00 "," 59,435.33 "
305591011,SKIPJACK (SALTED DRIED),KGM,HONG KONG, 280.00 ," 4,306.40 "
305591011,SKIPJACK (SALTED DRIED),KGM,SRI LANKA," 40,107.00 "," 1,045,990.32 "
305591012,TUNA (DRIED),KGM,MALAYSIA, 70.25 ," 4,821.93 "
305591012,TUNA (DRIED),KGM,SRI LANKA," 18,050.00 "," 310,754.82 "
305591015,"TUNA SALTED ,DRIED",KGM,HONG KONG, 863.00 ," 15,497.50 "
305591015,"TUNA SALTED ,DRIED",KGM,SRI LANKA," 8,376.80 "," 81,230.84 "
305591016,"SKIPJACK TUNA BELLY FLAP(DRIED,SALTED IN BRINE)",KGM,JAPAN," 3,688.00 "," 20,977.50 "
305591018,YELLOWFIN TUNA (SALTED DRIED),KGM,SRI LANKA," 107,229.00 "," 1,740,312.23 "
305591020,FISH CHIPS (SKIPJACK TUNA) DRIED,KGM,CANADA, 39.24 ," 5,394.97 "
305591020,FISH CHIPS (SKIPJACK TUNA) DRIED,KGM,JAPAN," 188,126.00 "," 29,745,926.63 "
305591020,FISH CHIPS (SKIPJACK TUNA) DRIED,KGM,SRI LANKA, 201.50 ," 3,268.23 "
305591021,DOG TOOTH TUNA (SALTED) KERAWALLA (VOSHIMAS),KGM,SRI LANKA," 19,450.35 "," 197,693.72 "
305599010,"REEF FISH (SALTED DRIED) ""MULLET""(HULHUN'BU MAS)",KGM,HONG KONG, 697.02 ," 30,103.54 "
305599010,"REEF FISH (SALTED DRIED) ""MULLET""(HULHUN'BU MAS)",KGM,SRI LANKA," 25,654.51 "," 534,771.31 "
305599011,"VAHOO (SALTED DRIED) ""SEER"" (KURUMAS)",KGM,SRI LANKA," 15,334.25 "," 735,711.44 "
305599012,"RAINBOW RUNNER (SALTED DRIED)""LENA PARAWA""(MAANIYA MAS)",KGM,HONG KONG, 168.00 ," 25,888.80 "
305599012,"RAINBOW RUNNER (SALTED DRIED)""LENA PARAWA""(MAANIYA MAS)",KGM,SRI LANKA," 165,022.10 "," 3,975,230.31 "
305599013,"JACK (SALTED DRIED) ""PARAWA""(FANIHAN'DHI)",KGM,SRI LANKA," 8,930.60 "," 357,133.97 "
305599015,"DOLPHIN FISH(SALTED DRIED)""VANNA"" (FIYALA)",KGM,SRI LANKA," 7,207.50 "," 214,191.89 "
305599016,"GREEN JOB FISH (SALTED DRIED)""GUILA""(GIULHU)",KGM,SRI LANKA, 518.00 ," 16,245.46 "
305599020,REEF FISH DRIED (WHETHER OR NOT SALTED),KGM,CANADA, 532.60 ," 51,035.83 "
305599020,REEF FISH DRIED (WHETHER OR NOT SALTED),KGM,HONG KONG," 2,385.30 "," 116,634.29 "
305599020,REEF FISH DRIED (WHETHER OR NOT SALTED),KGM,SRI LANKA," 95,354.00 "," 1,967,687.00 "
305599022,BARRACUDA (SALTED DRIED) HABARALY,KGM,SRI LANKA, 20.00 , 769.00 
305599099,DRIED FISH (WHETHER OR NOT SALTED BUT NOT SMOKED) NOT SPECIFIED,KGM,HONG KONG, 196.00 ," 3,014.48 "
305599099,DRIED FISH (WHETHER OR NOT SALTED BUT NOT SMOKED) NOT SPECIFIED,KGM,SRI LANKA," 36,207.00 "," 617,418.58 "
305691010,"TUNA (SALTED,IN BRINE)NOT DRIED OR SMOKED",KGM,SRI LANKA, 7.90 ," 1,215.81 "
305699099,"FISH,(WHETHER OR NOT SALTED IN BRINE) BUT NOT SMOKED OR DRIED",KGM,SRI LANKA, 560.00 ," 8,610.77 "
308119000,SEA CUCUMBER (FRESH OR CHILLED),KGM,HONG KONG," 2,000.00 "," 61,510.00 "
308119000,SEA CUCUMBER (FRESH OR CHILLED),KGM,MALAYSIA, 500.00 ," 15,377.50 "
308120000,SEA CUCUMBER (FROZEN),KGM,CANADA, 1.00 , 30.82 
308120000,SEA CUCUMBER (FROZEN),KGM,SRI LANKA, 1.80 , 83.21 
308190011,SEA CUCUMBER (DRIED),KGM,CANADA, 2.00 , 61.60 
308190011,SEA CUCUMBER (DRIED),KGM,HONG KONG," 13,434.92 "," 1,011,549.19 "
308190011,SEA CUCUMBER (DRIED),KGM,MALAYSIA," 69,039.90 "," 2,176,794.01 "
308190011,SEA CUCUMBER (DRIED),KGM,SINGAPORE," 1,228.52 "," 1,315,015.53 "
308190011,SEA CUCUMBER (DRIED),KGM,SRI LANKA," 14,435.68 "," 420,846.19 "
308190011,SEA CUCUMBER (DRIED),KGM,UNITED STATES, 708.34 ," 204,963.15 "
308190011,SEA CUCUMBER (DRIED),KGM,VIETNAM," 1,075.00 "," 49,640.81 "
708200000,"BEANS, FRESH OR CHILLED",KGM,GREAT BRITAIN, 754.05 ," 17,407.32 "
709600010,CHILLIES( FRESH OR CHILLED ),KGM,MALAYSIA, 2.70 , 207.28 
709600010,CHILLIES( FRESH OR CHILLED ),KGM,SRI LANKA," 4,168.60 "," 2,076.51 "
709990010,BREAD FRUIT (FRESH OR CHILLED),KGM,SRI LANKA, 9.00 , 461.72 
709990099,VEGETABLES FRESH OR CHILLED NES,KGM,SINGAPORE, 1.00 , 17.70 
709990099,VEGETABLES FRESH OR CHILLED NES,KGM,SRI LANKA, 0.30 , 46.11 
712900099,VEGETABLES ( DRIED ) NOT SPECIFIED,KGM,SRI LANKA, 4.65 , 661.67 
802800000,ARECA NUTS (FRESH OR DRIED),KGM,SRI LANKA, 0.60 , 92.27 
802909099,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,BAHRAIN, 400.00 ," 61,510.00 "
802909099,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,MALAYSIA, 2.80 ," 1,074.78 "
802909099,NUTS (FRESH OR DRIED) NOT SPECIFIED,KGM,SRI LANKA, 0.20 , 30.76 
811901000,ARECANUT & BETEL NUT (FROZEN) WHETHER OR NOT SWEETENED,KGM,SRI LANKA, 0.30 , 46.13 
904210011,CHILLIES (DRIED),KGM,SINGAPORE, 1.00 , 30.76 
904210011,CHILLIES (DRIED),KGM,SRI LANKA, 0.50 , 0.77 
904220010,CHILLIES (POWDER),KGM,SRI LANKA, 15.15 ," 1,539.09 "
906200000,"CINNAMON AND CINNAMON-TREE FLOWERS, CRUSHED OR GROUND",KGM,SRI LANKA, 0.20 , 30.78 
910300000,TURMERIC (CURCUMA),KGM,SRI LANKA, 120.90 ," 9,365.71 "
910910000,SPICE MIXTURES,KGM,MALAYSIA, 24.60 ," 2,611.72 "
910910000,SPICE MIXTURES,KGM,UNITED ARAB EMIRATES, 44.16 ," 10,410.01 "
910990013,GARLIC PASTE,KGM,SINGAPORE, 1.00 , 3.08 
910990013,GARLIC PASTE,KGM,SRI LANKA, 2.00 , 138.53 
910990014,CURRY & CURRY POWDER.,KGM,MALAYSIA, 20.00 ," 1,230.40 "
910990014,CURRY & CURRY POWDER.,KGM,SRI LANKA, 33.55 ," 3,153.00 "
1212990000,"VEGETABLE PRODUCTS USED PRIMARILY FOR HUMAN CONSUMPTION NES(FRESH,CHILLED,FROZEN,DRIED)",KGM,SRI LANKA, 4.60 , 369.36 
1603001010,FISH PASTE,KGM,MALAYSIA, 286.53 ," 63,661.70 "
1603001010,FISH PASTE,KGM,SINGAPORE, 4.06 , 174.05 
1603001010,FISH PASTE,KGM,SRI LANKA, 95.85 ," 7,583.23 "
1604140010,"OTHER TUNA (PREPARED, PRESERVED), NES",KGM,MALAYSIA," 5,587.48 "," 173,463.16 "
1604140010,"OTHER TUNA (PREPARED, PRESERVED), NES",KGM,SRI LANKA, 873.15 ," 15,534.33 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,CANADA, 2.37 , 36.44 
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,CHINA," 200,093.84 "," 13,453,604.66 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,FINLAND," 29,159.36 "," 2,291,081.28 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,FRANCE," 168,074.00 "," 16,064,078.63 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,GERMANY," 2,646,261.28 "," 192,522,517.99 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,GREAT BRITAIN," 2,242,435.20 "," 163,623,864.80 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,ITALY," 65,280.00 "," 5,468,067.00 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,MALAYSIA," 2,857.35 "," 213,236.07 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,NETHERLANDS," 309,533.60 "," 18,569,713.53 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,NORWAY," 181,587.12 "," 13,805,742.05 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,SINGAPORE, 87.76 ," 7,460.84 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,SOUTH AFRICA," 14,532.80 "," 1,063,724.43 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,SRI LANKA, 161.82 ," 4,676.09 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,SWITZERLAND," 212,205.60 "," 19,470,911.94 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,THAILAND, 87.44 , 49.16 
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,UNITED STATES," 141,803.70 "," 12,702,027.77 "
1604140011,"SKIPJACK (PREPARED, PRESERVED)",KGM,VIETNAM, 87.44 , 49.16 
1604140012,TUNA LOINS (STEAMED),KGM,FRANCE," 24,000.00 "," 2,399,280.00 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,AUSTRALIA," 103,420.80 "," 11,624,266.86 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,GREAT BRITAIN, 24.80 , 381.30 
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,MALAYSIA, 450.00 ," 67,218.88 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SRI LANKA, 367.21 ," 16,792.02 "
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,SWITZERLAND, 1.04 , 15.39 
1604140014,"YELLOWFIN TUNA (CANNED, PREPARED & PRESERVED)",KGM,UNITED STATES," 823,681.60 "," 64,755,346.69 "
1604160000,PREPARED OR PRESERVED ANCHOVIES (EXCL. MINCED),KGM,MALAYSIA, 40.65 ," 12,505.76 "
1604190099,"REEF FISH ( PREPARED , PRESERVED ) NES",KGM,SINGAPORE, 4.24 , 511.60 
1604190099,"REEF FISH ( PREPARED , PRESERVED ) NES",KGM,SRI LANKA, 1.20 , 122.96 
1702900017,PALM SUGAR,KGM,SRI LANKA, 0.70 , 46.13 
1704901110,SWEET AND SIMILAR SUGAR CONFECTIONERY,KGM,SRI LANKA, 1.10 , 92.12 
1704909099,"SUGAR CONFECTIONERY ,NES (EXCL. SWEET & SIMILAR CONFECTIONERY) NOT CONTAINING ALCOHOL",KGM,SINGAPORE, 2.00 , 6.16 
1901909099,"MALT EXTRACT;FOOD PREPARATIONS OF FLOUR, GROATS,ETC & OF HEADINGS 04.01 TO 04.04 ,NES",KGM,SINGAPORE, 8.23 , 156.22 
1902190011,NOODLES (OTHER),KGM,MALAYSIA, 55.56 ," 2,026.73 "
2001900000,"OTHER VEGETABLES, FRUITS, ETC, PRESERVED BY VINEGAR OR ACETIC ACID, NES",KGM,MALAYSIA, 4.25 , 614.16 
2001900000,"OTHER VEGETABLES, FRUITS, ETC, PRESERVED BY VINEGAR OR ACETIC ACID, NES",KGM,SRI LANKA, 6.40 , 691.89 
2005990000,"OTHER VEGETABLES PRESERVED OTHER THAN BY VINEGAR, ETC, NOT FROZEN, NES.",KGM,MALAYSIA, 7.40 ," 7,953.37 "
2005990000,"OTHER VEGETABLES PRESERVED OTHER THAN BY VINEGAR, ETC, NOT FROZEN, NES.",KGM,SINGAPORE, 2.06 , 135.60 
2005990000,"OTHER VEGETABLES PRESERVED OTHER THAN BY VINEGAR, ETC, NOT FROZEN, NES.",KGM,SRI LANKA, 7.60 , 522.40 
2006000099,"VEGETABLES, FRUIT, NUTS, FRUIT PEEL, NES (PRESERVED BY SUGAR)",KGM,MALAYSIA, 2.20 , 422.24 
2007990099,"MARMALADES, FRUIT OR NUT PUREE AND FRUIT OR NUT PASTES , NES",KGM,SRI LANKA, 0.30 , 15.35 
2008199099,"OTHER NUTS AND OTHER SEEDS WHETHER OR NOT MIXED TOGETHER, NES",KGM,SINGAPORE, 0.27 , 41.55 
2103901016,CHILLIE SAUCE,KGM,SRI LANKA, 32.24 ," 2,830.15 "
2103901099,"OTHER SAUCES, NES",KGM,SRI LANKA, 5.30 , 415.29 
2106901300,SNACKS,KGM,MALAYSIA, 27.10 ," 7,431.34 "
2106901300,SNACKS,KGM,SINGAPORE, 6.00 , 230.70 
2106901300,SNACKS,KGM,SRI LANKA, 44.20 ," 3,150.33 "
2106909018,SNACKS,KGM,SRI LANKA, 39.31 ," 5,142.36 "
2106909099,"FOOD PREPARATIONS, NES",KGM,JAPAN," 2,290.00 "," 13,201.38 "
2106909099,"FOOD PREPARATIONS, NES",KGM,MALAYSIA, 97.80 ," 39,071.86 "
2106909099,"FOOD PREPARATIONS, NES",KGM,SINGAPORE, 46.00 ," 1,729.48 "
2106909099,"FOOD PREPARATIONS, NES",KGM,SRI LANKA, 11.50 ," 1,029.63 "
2201100099,MINERAL WATERS,LTR,HONG KONG, 35.00 , 123.04 
2201100099,MINERAL WATERS,LTR,SRI LANKA, 560.00 , 767.23 
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,BANGLADESH," 2,595,600.00 "," 37,212,803.56 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,INDONESIA," 477,400.00 "," 6,579,311.26 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,JAPAN," 8,670.00 "," 103,881.92 "
2301200000,"FLOURS, MEALS AND PELLETS OF FISH, ETC, UNFIT FOR HUMAN CONSUMPTION",KGM,SRI LANKA," 119,525.00 "," 1,761,656.19 "
2309909010,FISH FOOD,KGM,SRI LANKA, 20.00 , 30.74 
2505900011,SAND FOR DESALINATION PLANT,TNE,UNITED ARAB EMIRATES, 34.78 ," 2,350,916.26 "
2505900014,"NATURAL SAND (EXCL, RIVER SAND)",TNE,UNITED ARAB EMIRATES, 2.24 ," 258,888.00 "
2505900015,WHITE SAND,TNE,NETHERLANDS, 0.20 , 445.62 
2710191018,LUBRICATING OIL SAMPLES,NMB,UNITED ARAB EMIRATES, 4.00 , 61.42 
2710990000,"WASTE OIL, NES",TNE,INDIA, 66.44 ," 440,729.89 "
3915900000,"WASTE, PARINGS AND SCRAP, OF OTHER PLASTICS, NES",KGM,TAIWAN," 126,000.00 "," 742,489.54 "
3924109000,"TABLEWARE AND KITCHENWARE OF PLASTICS, NES (OTHER THAN DISPOSABLE)",NMB,SRI LANKA, 2.00 , 276.70 
3924900010,"HOUSEHOLD AND TOILET ARTICLES OF PLASTICS, NES",NMB,SRI LANKA, 15.00 , 691.76 
3926100000,OFFICE OR SCHOOL SUPPLIES OF PLASTICS,NMB,SRI LANKA, 6.00 , 276.70 
3926200000,ARTICLES OF APPAREL AND CLOTHING ACCESSORIES OF PLASTICS,NMB,SRI LANKA, 1.00 , 76.86 
3926909010,"ARTICLES OF PLASTIC,NES",NMB,UKRAINE, 210.00 , 645.86 
4202320000,"ARTICLES NORMALLY CARRIED IN POCKET OR HANDBAG, OF SHEETING OF PLASTICS OR TEXTILES",NMB,UKRAINE, 210.00 , 645.86 
4202920000,"CASES AND CONTAINERS, NES, WITH OUTER SURFACE OF SHEETINGOF PLASTIC OR TEXTILES",NMB,AUSTRALIA, 130.00 , 299.81 
4202920000,"CASES AND CONTAINERS, NES, WITH OUTER SURFACE OF SHEETINGOF PLASTIC OR TEXTILES",NMB,FRANCE, 700.00 ," 2,152.85 "
4202920000,"CASES AND CONTAINERS, NES, WITH OUTER SURFACE OF SHEETINGOF PLASTIC OR TEXTILES",NMB,ITALY," 1,000.00 "," 3,078.50 "
4202920000,"CASES AND CONTAINERS, NES, WITH OUTER SURFACE OF SHEETINGOF PLASTIC OR TEXTILES",NMB,UKRAINE, 105.00 , 322.93 
4202920000,"CASES AND CONTAINERS, NES, WITH OUTER SURFACE OF SHEETINGOF PLASTIC OR TEXTILES",NMB,UNITED ARAB EMIRATES," 1,000.00 "," 3,078.50 "
4820100000,"REGISTERS, ACCOUNT BOOKS,ORDER AND RECEIPT BOOKS, NOTE BOOKS, LETTER PADS OF PAPER",NMB,FRANCE, 600.00 ," 1,845.30 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,FRANCE, 467.00 ," 1,436.25 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,ITALY," 1,000.00 "," 3,078.50 "
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,SRI LANKA, 16.00 , 737.88 
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,UKRAINE, 105.00 , 322.93 
4901990099,"BROCHURES, LEAFLETS AND SIMILAR PRINTED MATTER, ( EXCL. SINGLE SHEETS)",NMB,UNITED ARAB EMIRATES, 360.00 ," 1,108.26 "
4905990011,MAP OF PAPER,NMB,FRANCE, 240.00 , 738.12 
4905990011,MAP OF PAPER,NMB,ITALY, 800.00 ," 2,462.80 "
4905990011,MAP OF PAPER,NMB,UNITED ARAB EMIRATES," 1,340.00 "," 4,125.19 "
4909000013,CARD PRINTED NOT SPECIFIED,NMB,TURKEY," 25,000.00 "," 5,843.25 "
4910000000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",NMB,AUSTRALIA, 130.00 , 699.56 
4910000000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",NMB,FRANCE, 210.00 , 645.86 
4910000000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",NMB,ITALY, 100.00 , 307.85 
4910000000,"CALENDARS OF ANY KIND, PRINTED, INCLUDING CALENDAR BLOCKS",NMB,UNITED ARAB EMIRATES, 150.00 , 230.89 
6103420000,"MEN/ BOY TROUSERS, BOXER,  BREECHES,  ETC,  OF COTTON KNITTED OR CROCHETED",NMB,SRI LANKA, 8.00 , 737.88 
6104420000,"DRESSES OF COTTON, KNITTED OR CROCHETED",NMB,SRI LANKA, 6.00 , 553.41 
6105100000,"MEN'S OR BOYS' SHIRTS OF COTTON, KNITTED OR CROCHETED",NMB,SRI LANKA, 10.00 , 614.90 
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,FRANCE, 150.00 , 230.66 
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,ITALY, 50.00 , 76.96 
6109100010,"T-SHIRT, KNITTED OR CROCHETED OF COTTON",NMB,SRI LANKA, 9.00 , 691.76 
6214900012,SCARF OF OTHER TEXTILE MATERIALS (NOT KNITTED OR CROCHETED),NMB,SRI LANKA, 12.00 , 184.55 
6217100099,CLOTHING ACCESORIES OF TEXTILE MATERIAL,NMB,FRANCE, 25.00 , 38.44 
6217100099,CLOTHING ACCESORIES OF TEXTILE MATERIAL,NMB,ITALY, 25.00 , 38.48 
6217100099,CLOTHING ACCESORIES OF TEXTILE MATERIAL,NMB,UNITED ARAB EMIRATES, 10.00 , 15.39 
6302100010,"BEDSHEET, KNITTED OR CROCHETED",NMB,SRI LANKA, 5.00 , 768.62 
6302990000,"TOILET LINEN AND KITCHEN LINEN OF OTHER TEXTILES, NES",NMB,SRI LANKA, 2.00 , 153.72 
6304110000,KNITTED OR CROCHETED BEDSPREADS,NMB,SRI LANKA, 68.00 ," 69,264.38 "
6307901213,MASK (MEDICAL/SURGICAL) OF TEXTILE MATERIALS,NMB,SRI LANKA, 72.00 ," 1,106.15 "
6307909013,FLAG OF TEXTILE MATERIALS,NMB,FRANCE, 10.00 , 23.07 
6307909015,MASK OF TEXTILE MATERIALS,NMB,SRI LANKA, 36.00 , 554.76 
6307909019,BABY HARNESS AND BABY CARRIER (OF TEXTILE MATERIAL),NMB,SRI LANKA, 1.00 , 307.45 
6405900011,SLIPPERS,NPR,SRI LANKA, 1.00 , 92.24 
6405900012,SHOES (OF TEXTILE MATERIAL),NPR,SRI LANKA, 2.00 , 307.45 
6601991010,UMBRELLA,NMB,SRI LANKA, 1.00 , 138.35 
7018900000,"GLASS STATUETTES AND OTHER ORNAMENTS OF LAMP-WORKED GLASS,  NES",NMB,GREAT BRITAIN, 1.00 ," 53,845.38 "
7018900000,"GLASS STATUETTES AND OTHER ORNAMENTS OF LAMP-WORKED GLASS,  NES",NMB,UNITED STATES, 1.00 ," 984,320.00 "
7204100000,WASTE AND SCRAP OF CAST IRON,KGM,INDIA," 25,752,000.00 "," 41,789,715.86 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,INDIA," 2,065,000.00 "," 3,970,851.79 "
7204290000,WASTE AND SCRAP OF ALLOY STEEL (EXCL. STAINLESS),KGM,MALAYSIA," 250,000.00 "," 430,780.00 "
7323931011,"TABLEWARE AND  KITCHENWARE OF STAINLESS STEEL, NES",NMB,SRI LANKA, 1.00 , 230.59 
7404000000,COPPER WASTE AND SCRAP,KGM,INDIA, 26.00 ," 1,973,250.50 "
7602000000,ALUMINIUM WASTE AND SCRAP,KGM,INDIA," 204,320.00 "," 2,715,952.43 "
8414100000,VACUUM PUMPS,NMB,INDIA, 1.00 ," 138,306.64 "
8418990099,"PARTS OF FREEZERS, & OTHER COOLING MACHINES, NES",NMB,INDIA, 1.00 ," 9,558.41 "
8470100010,CALCULATORS,NMB,SRI LANKA, 1.00 , 138.35 
8481809015,VALVE (OTHER THAN FOR MOTOR VEHICLES),NMB,UNITED ARAB EMIRATES, 1.00 , 921.24 
8501329010,DC GENERATORS OF AN OUTPUT >750W - <=75KW,NMB,MALAYSIA, 2.00 ," 16,918.00 "
8505190000,PERMANENT MAGNETS AND ARTICLES BECOMING PERMANENT MAGNETS (EXCL. METAL),NMB,FRANCE, 100.00 , 307.55 
8505190000,PERMANENT MAGNETS AND ARTICLES BECOMING PERMANENT MAGNETS (EXCL. METAL),NMB,ITALY, 500.00 ," 1,539.25 "
8505190000,PERMANENT MAGNETS AND ARTICLES BECOMING PERMANENT MAGNETS (EXCL. METAL),NMB,UNITED ARAB EMIRATES, 500.00 ," 1,539.25 "
8518210000,"SINGLE LOUDSPEAKERS, MOUNTED IN THEIR ENCLOSURES",NMB,SRI LANKA, 3.00 , 461.17 
8518300010,EARPHONE & HEADPHONES,NMB,SRI LANKA, 1.00 , 184.47 
8534000000,PRINTED CIRCUITS,NMB,THAILAND, 24.00 ," 18,471.00 "
8548100000,"WASTE/SCRAP OF PRIMARY CELLS/BATTERIES/ACCUM;SPENT PRIMARY CELLS,BATTERIES",TNE,INDIA, 27.00 ," 269,831.25 "
9018190010,ELECTRO DIAGNOSTIC MACHINES,NMB,QATAR, 1.00 ," 3,845.00 "
9030390000,"INSTRUMENTS... FOR MEASURING/CHECKING VOLTAGE, CURRENT, ETC, NES",NMB,QATAR, 2.00 ," 19,994.00 "
