Statistics Section,,,,,,,
Maldives Customs Service,,,,,,,
,,,,,,,
,,,,,,,
Total Exports In 2015,,,,,,,
,,,,,,,
Code,Description,Unit,Country of Destination, Quantity , FOB (MVR) ,,
304870016,Yellowfin Tuna Chunk (Frozen),Kgs,SRI LANKA," 131,460.00 "," 1,299,220.90 ",,
304870016,Yellowfin Tuna Chunk (Frozen),Kgs,NETHERLANDS, 6.01 , 92.32 ,,
304870016,Yellowfin Tuna Chunk (Frozen),Kgs,U.S.A, 833.63 ," 17,131.35 ",,
304870099,Other Frozen Fish Fillets Of Tuna Nes,Kgs,CHINA, 43.10 , 662.12 ,,
305100010,Fish Meal ( Fit For Human Consumption ),Kgs,SRI LANKA," 18,725.00 "," 326,283.94 ",,
305100011,Fish Meal ( Frozen & Cooked Fit For Human Consumption ),Kgs,SRI LANKA," 748,600.00 "," 12,193,304.80 ",,
305491010,Skipjack (Smoked),Kgs,CHINA, 26.88 , 499.67 ,,
305491013,"Fish Chips (Skipjack,Tuna) Smoked",Kgs,CHINA, 8.94 , 148.12 ,,
305591010,Skipjack (Dried),Kgs,CHINA, 11.03 , 278.61 ,,
305591010,Skipjack (Dried),Kgs,JAPAN," 212,551.10 "," 33,658,264.97 ",,
305591010,Skipjack (Dried),Kgs,SRI LANKA," 1,901,954.76 "," 93,199,655.76 ",,
305591011,Skipjack (Salted Dried),Kgs,SRI LANKA," 226,603.00 "," 5,482,320.93 ",,
305591018,Yellowfin Tuna (Salted Dried),Kgs,SRI LANKA," 2,500.00 "," 125,035.84 ",,
305591020,Fish Chips (Skipjack Tuna) Dried,Kgs,CHINA, 0.65 , 59.94 ,,
305591020,Fish Chips (Skipjack Tuna) Dried,Kgs,SRI LANKA," 17,683.00 "," 1,242,864.33 ",,
305591021,Dog Tooth Tuna (Salted) Kerawalla (Voshimas),Kgs,SRI LANKA," 3,437.00 "," 161,823.59 ",,
305599010,"Reef Fish (Salted Dried) ""Mullet""(Hulhun'Bu Mas)",Kgs,SRI LANKA," 6,593.00 "," 273,214.74 ",,
305599011,"Vahoo (Salted Dried) ""Seer"" (Kurumas)",Kgs,SRI LANKA," 6,928.00 "," 387,578.65 ",,
305599012,"Rainbow Runner (Salted Dried)""Lena Parawa""(Maaniya Mas)",Kgs,SRI LANKA," 53,283.00 "," 2,338,916.33 ",,
305599013,"Jack (Salted Dried) ""Parawa""(Fanihan'Dhi)",Kgs,SRI LANKA," 7,826.00 "," 353,218.38 ",,
305599014,"Marlin (Salted Dried) ""Thalapath""(Hibaru)",Kgs,SRI LANKA," 255,729.00 "," 12,888,738.93 ",,
305599015,"Dolphin Fish(Salted Dried)""Vanna"" (Fiyala)",Kgs,SRI LANKA," 8,252.00 "," 376,726.82 ",,
305599016,"Green Job Fish (Salted Dried)""Guila""(Giulhu)",Kgs,SRI LANKA," 1,400.00 "," 60,961.49 ",,
305599022,Barracuda (Salted Dried) Habaraly,Kgs,SRI LANKA," 1,250.00 "," 64,480.11 ",,
308119000,Sea Cucumber (Fresh Or Chilled),Kgs,SRI LANKA, 40.60 ," 12,491.80 ",,
308190011,Sea Cucumber (Dried),Kgs,CHINA, 26.50 ," 40,403.36 ",,
308190011,Sea Cucumber (Dried),Kgs,HONG KONG," 72,140.96 "," 2,026,365.73 ",,
308190011,Sea Cucumber (Dried),Kgs,ITALY, 686.65 ," 21,098.36 ",,
308190011,Sea Cucumber (Dried),Kgs,SRI LANKA," 37,045.04 "," 6,259,763.42 ",,
308190011,Sea Cucumber (Dried),Kgs,MALAYSIA, 148.45 ," 2,280.93 ",,
308190011,Sea Cucumber (Dried),Kgs,SINGAPORE," 4,203.20 "," 91,919.20 ",,
308190011,Sea Cucumber (Dried),Kgs,TAIWAN, 641.30 ," 20,732.08 ",,
802909099,Nuts (Fresh Or Dried) Not Specified,Kgs,BAHRAIN, 730.00 ," 253,609.50 ",,
804100000,"Dates, Fresh Or Dried",Kgs,U.A.E, 5.00 ," 1,313.49 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,U.A.E, 140.48 ," 10,772.38 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,BELGIUM, 63.00 , 30.74 ,,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,SWITZERLAND," 50,520.00 "," 4,399,801.53 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,CHINA, 104.56 ," 1,380.34 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,GERMANY," 860,031.84 "," 68,248,583.64 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,FINLAND," 15,621.00 "," 1,259,048.70 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,FRANCE," 374,500.00 "," 7,797,926.74 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,U.K," 412,038.32 "," 32,644,876.28 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,IRELAND," 1,023,117.60 "," 82,139,034.36 ",,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,JAPAN, 9.60 , 15.37 ,,
1604140011,"Skipjack (Prepared, Preserved)",Kgs,NETHERLANDS," 145,276.80 "," 12,017,788.08 ",,
1604140014,"Yellowfin Tuna (Canned, Prepared & Preserved)",Kgs,U.A.E, 17.76 ," 1,543.22 ",,
1604140014,"Yellowfin Tuna (Canned, Prepared & Preserved)",Kgs,SWITZERLAND," 32,640.00 "," 4,176,378.59 ",,
1604140014,"Yellowfin Tuna (Canned, Prepared & Preserved)",Kgs,U.K, 2.40 , 15.37 ,,
1604140014,"Yellowfin Tuna (Canned, Prepared & Preserved)",Kgs,JAPAN, 38.40 , 61.50 ,,
1604140016,Yellowfin Tuna Loins (Steamed),Kgs,FRANCE," 12,500.00 "," 1,133,168.75 ",,
2106909099,"Food Preparations, Nes",Kgs,CHINA, 0.78 , 71.93 ,,
2301200000,"Flours, Meals And Pellets Of Fish, Etc, Unfit For Human Consumption",Kgs,BANGLADESH," 117,600.00 "," 1,782,246.40 ",,
2301200000,"Flours, Meals And Pellets Of Fish, Etc, Unfit For Human Consumption",Kgs,IRELAND," 3,720.00 "," 170,634.75 ",,
2301200000,"Flours, Meals And Pellets Of Fish, Etc, Unfit For Human Consumption",Kgs,SRI LANKA," 316,625.00 "," 4,866,662.48 ",,
2710990000,"Waste Oil, Nes",M/T,INDIA," 36,225.00 "," 564,894.22 ",,
3915900000,"Waste, Parings And Scrap, Of Other Plastics, Nes",Kgs,INDIA," 140,510.00 "," 513,827.17 ",,
3915900000,"Waste, Parings And Scrap, Of Other Plastics, Nes",Kgs,SRI LANKA," 36,512.00 "," 184,206.30 ",,
3923300000,"Carboys, Bottles, Flasks And Similar Articles Of Plastics",Nos,SRI LANKA, 50.00 ," 47,831.24 ",,
3924900010,"Household And Toilet Articles Of Plastics, Nes",Nos,HONG KONG, 417.00 ," 31,192.47 ",,
4819100000,"Cartons, Boxes And Cases, Of Corrugated Paper Or Paperboard",Nos,INDIA, 20.00 ," 15,365.00 ",,
4823900014,Waste Paper,Kgs,INDIA," 261,561.10 "," 318,505.96 ",,
7204100000,Waste And Scrap Of Cast Iron,Kgs,SRI LANKA," 85,000.00 "," 195,903.75 ",,
7204290000,Waste And Scrap Of Alloy Steel (Excl. Stainless),Kgs,INDIA," 5,132,681.00 "," 16,860,980.13 ",,
7404000000,Copper Waste And Scrap,Kgs,INDIA," 319,056.00 "," 22,166,636.70 ",,
7602000000,Aluminium Waste And Scrap,Kgs,INDIA," 364,638.00 "," 5,838,877.66 ",,
8506800012,Battery Waste,M/T,U.A.E, 25.00 ," 230,550.00 ",,
8506800012,Battery Waste,M/T,SOUTH KOREA," 50,248.06 "," 4,138,043.70 ",,
8901900011,Boat,Nos,U.A.E, 1.00 ," 2,996,187.84 ",,
8901900011,Boat,Nos,SAUDI ARABIA, 1.00 ," 92,304.00 ",,
8901900099,Hull,Nos,U.A.E, 2.00 ," 768,500.00 ",,
8903999010,Other Launch (Outboard Motor),Nos,SEYCHELLES, 2.00 ," 2,117,997.15 ",,
TOTAL,,,,," 2,215,411,771.30 ",,
,,,,,,,
